hh_id_long_anon_str,sample,state_id,state_id_str,district_id,district_id_str,consent,cultivate_land,ag_decision_maker,ag_decision_maker_avl,hh_size,mig_size,return_size,not_return,mostinc,wage_avg_resp,inc_freq,wage_rec_resp,inc_freq1,mod1_complete,con_month,con_week,price_week_atta,price_week_onions,price_week_rice,price_curr_atta,price_curr_onions,price_curr_rice,mod3_complete,occup_march,occup_march_oth,earning_march,days_march,occup_now,earning_now,days_now,reason_nowork,reason_nowork_0,reason_nowork_1,reason_nowork_2,reason_nowork_3,reason_nowork_4,reason_nowork_5,reason_nowork_6,reason_nowork_99,reason_nowork__999,reason_nowork__888,reason_nowork_oth,mod2_complete,crop_grown,crop_grown_oth,crop_grown_label,primary_crop,primary_crop_oth,primary_crop_label,primary_crop_final,primary_crop_time,sell_act,sell_over,sell_start,sell_start_1,sell_start_2,sell_start_3,sell_start_4,sell_start_5,sell_start_6,sell_start_7,sell_start_8,sell_start_9,sell_start_10,sell_start_99,sell_start__999,sell_start__888,sell_start_other,price_holi,unit_qty_holi,unit_qty_holi_oth,price_last_week,unit_qty_last_week,unit_qty_last_week_oth,price_last_yr,unit_qty_yr,unit_qty_yr_oth,sell_diff,sell_diff_0,sell_diff_1,sell_diff_2,sell_diff_3,sell_diff_4,sell_diff_5,sell_diff_6,sell_diff_7,sell_diff_99,sell_diff__999,sell_diff__888,sell_diff_other,sell_qty_ldwn,sell_qty_prevyr,land_next_ssn,unit_land_next,unit_land_next_oth,inputs_next_ssn,borrow_nxt_ssn,land_prev_yr,unit_land_prev,unit_land_prev_oth,inputs_prevyr_m,borrow_prevyr_m,land_curr_ssn,unit_land_curr,unit_land_curr_oth,inputs_curr_season,borrow_curr_season,land_prevyr_pcrop,unit_land_pcrop,inputs_prevyr_pcrop,borrow_prevyr_pcrop,mod4_complete,bank_ac,rec_govt_transfer,check_bal,amt_govt_transfer,transfer_mem,price_change,price_change_0,price_change_1,price_change_2,price_change_3,price_change_4,price_change_5,price_change_6,price_change__999,price_change__888,nrega_avl,mod5_complete,health_fac_visit,health_fac_type,health_fac_type_oth,service_taken,service_taken_oth,health_avoid_service,service_avoided,service_avoided_1,service_avoided_2,service_avoided_3,service_avoided_4,service_avoided_5,service_avoided_6,service_avoided_7,service_avoided_99,service_avoided__999,service_avoided__888,service_avoided_oth,symptoms,symptoms_1,symptoms_2,symptoms_3,symptoms_4,symptoms_5,symptoms_6,symptoms_7,symptoms_8,symptoms_9,symptoms_10,symptoms_11,symptoms_99,symptoms__999,symptoms__888,symptoms_oth,prevention,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,prevention_12,prevention_13,prevention_99,prevention__999,prevention__888,prevention_oth,mod6_complete,state_new,gender,age,self_help,edu,caste,caste_oth,religion,religion_oth,village,block,district_new1,district_new2,fully_complete,service_taken_1,service_taken_2,service_taken_3,service_taken_4,service_taken_5,service_taken_6,service_taken_7,service_taken__999,service_taken__888,symptoms__99,weight_hh,health_eligible,sampling_frame,strata_id,weight_base,raked_wgt
20360935081829,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,7,0,,,,,,,,1,20000,5000,40,100,,40,20,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,10000,,,,35000,12000,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",785,1,3,0,0,0,1,0,0,0,0,0,Don't know,1,Yes,Govt. hospital,,Medical treatment for self or household member,,Yes,1,1,0,0,0,0,0,0,0,0,0,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,20,Female,60,Yes,No schooling;,Scheduled Tribe,,Hinduism,,Snaha,Katkam gawon,360,,1,,,,,,,,,,,8466.083984375,1,CIFF,25,1365.240844726563,8466.084230103897
20360935081856,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,7,0,,,,,,,,1,5000,2000,30,25,,30,25,,1,Salaried job,,-999,-999,Did not work for income,,,-999,0,0,0,0,0,0,0,0,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,In the last seven days,,,3,0,0,0,1,0,0,0,0,0,4,1,Yes,Anganwadi/ICDS centre,,,,,,0,0,0,0,0,0,0,,1,0,,-999,0,0,0,0,0,0,0,0,0,0,0,,,0,,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,,,,Female,35,Yes,No schooling;,Scheduled Caste;,,Hinduism,,Salbhama,Tasamban,,,1,1,1,0,0,0,0,0,0,0,1,796.3905029296875,0,CIFF,25,796.3905029296875,4938.54919730879
20360935081946,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,5,0,,,,,,,,1,4000,2000,32,30,,-999,35,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Kattha,,6000,4000,5,Kattha,,4000,2000,,,,,,,,,,1,Yes,No,"Not in the last seven days, but in April",,,3,0,0,0,1,0,0,0,0,0,Don't know,1,Yes,Govt. hospital,,,,,,,,,,,,,,,,,1 2 4,1,1,0,1,0,0,0,0,0,0,0,,,0,,1 2 8 11,1,1,0,0,0,0,0,1,0,0,1,0,0,,0,0,,,,Female,50,Yes,Class 5 or less;,Other Backward Caste,,Hinduism,,Salgama,Katkanda,,,1,0,0,1,0,0,0,0,0,0,0,597.2928466796875,0,CIFF,25,597.2928466796875,3752.93187224958
20360935081975,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,7,0,,,,,,,,1,10000,-999,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-777,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,-777,,,,,,,,,,,,0,0,0,,-777,,,,,,,,,,,,,,0,0,0,,1,,Male,,,,,,,,Survey aadha hua,Survey aadha hua,,,0,,,,,,,,,,,8578.1298828125,1,CIFF,25,1365.240844726563,8578.130322426143
20360935084242,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,4,0,,,,,,,,1,5000,,,,,,,,0,,,,,,,,-777,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-777,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,-777,,,,,,,,,,,,0,0,0,,-777,,,,,,,,,,,,,,0,0,0,,1,,Male,,,,,,,,.,.,,,0,,,,,,,,,,,7505.86376953125,1,CIFF,25,1194.585693359375,7505.863744499159
20360935084545,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,12,0,,,,,,,,1,9000,-999,30,20,,28,20,,1,Daily wage labour in agriculture,,-999,-999,Daily wage labour in agriculture,-999,-999,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",-999,,3,0,0,0,1,0,0,0,0,0,4,1,Yes,Pvt. Hospital/clinic,,,,,,0,1,0,0,0,0,0,,0,0,Tikakaran ka card prapt Nahin Ho paya,1 2,1,1,0,0,0,0,0,0,0,0,0,,,0,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,20,Male,25,No,High school graduate;,General,,Islam,,Gadhokhar,Katamkandi,360,,1,0,0,0,0,0,1,0,0,0,0,597.2928466796875,0,CIFF,25,597.2928466796875,7819.413887874824
2036093508456,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,14,0,,,,,,,,1,10000,-999,28,40,,27,20,,1,Daily wage labour in agriculture,,300,-999,Daily wage labour in agriculture,1500,5,1,0,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",850,1,2,0,0,1,0,0,0,0,0,0,Don't know,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,56,No,No schooling;,Other Backward Caste,,Islam,,Gadokhar,Katkansandi,,,1,,,,,,,,,,,265.4634704589844,0,CIFF,25,265.4634704589844,3475.294839322948
20360935084566,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,5,0,,,,,,,,1,6000,1400,25,50,,30,20,,1,Daily wage labour in agriculture,,300,3,Did not work for income,,,6,0,0,0,0,0,0,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Don't know,,,2,0,0,1,0,0,0,0,0,0,4,1,No,,,,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,,Male,28,No,Class 5 or less;,Scheduled Tribe,,Hinduism,,Gadokhar,Katasandi,,,1,,,,,,,,,,,11852.5166015625,1,CIFF,25,1911.337036132813,11852.51701377163
2036093508481,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,5,0,,,,,,,,1,7000,7000,-999,25,,-999,20,,1,Other,Driver,3000,6,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Don't know,,,3,0,0,0,1,0,0,0,0,0,4,1,No,,,,,No,,,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1 2 5 13,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,,Male,43,No,"Class 5-10,",Scheduled Caste;,,Hinduism,,Bedokhar Hazari baag,Taksandi,,,1,,,,,,,,,,,11852.5166015625,1,CIFF,25,1911.337036132813,11852.51701377163
20360935084844,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,4,0,,,,,,,,1,15000,5000,20,60,,25,25,,1,Daily wage labour in agriculture,,1500,7,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Not in the last seven days, but in April",,,3,0,0,0,1,0,0,0,0,0,Days remained the same,1,No,,,,,,,,,,,,,,,,,,2 10,0,1,0,0,0,0,0,0,0,1,0,,,0,,1 5 6 10 13,1,0,0,0,1,1,0,0,0,1,0,0,1,,0,0,,,20,Male,28,No,"Class 5-10,",General,,Islam,,Dadakhor,Katam shine,360,,1,,,,,,,,,,0,1194.585693359375,0,CIFF,25,1194.585693359375,15638.82777574965
2036093508491,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,7,0,,,,,,,,1,70000,300,24,20,,28,40,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,100000,,,,130000,60000,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",4000,2,3,0,0,0,1,0,0,0,0,0,Don't know,1,Yes,Pharmacy/drugstore,,Medical treatment for self or household member,,No,,,,,,,,,,,,,1 2 99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Shardi,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,20,Male,28,Yes,High school graduate;,Scheduled Tribe,,Hinduism,,Gdokhar,Khttam sandi,360,,1,,,,,,,,,,,8466.0830078125,1,CIFF,25,1365.24072265625,8466.083473125704
20360935084939,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,7,1,1,,No one provided income in February,,,,,1,11000,12000,30,40,,30,30,,1,Self-employed in non-ag,,0,6,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,In the last seven days,,,2,0,0,1,0,0,0,0,0,0,Don't know,1,Yes,Govt. hospital,,Medical treatment for self or household member,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2 11 13 99,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Drinking Boiling water,1,,Female,55,No,Class 5 or less;,Other Backward Caste,,Hinduism,,Dadokhar,Chatkanpandi,,,1,,,,,,,,,,,8578.1298828125,1,CIFF,25,1365.24072265625,8578.129555429568
20360935084943,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,10,2,2,,Respondent,320,Respondent knows daily wage,0,NA,1,15000,3000,30,60,,28,40,,1,Daily wage labour in agriculture,,320,-999,Did not work for income,,,6,0,0,0,0,0,0,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",805,1,2,0,0,1,0,0,0,0,0,0,Days remained the same,1,Yes,Pvt. Hospital/clinic,,,,,,0,1,0,0,0,0,0,,0,0,,2 3 10,0,1,1,0,0,0,0,0,0,1,0,,,0,,1 8 9 10 11 13,1,0,0,0,0,0,0,1,1,1,1,0,1,,0,0,,,,Male,26,No,"Class 5-10,",Other Backward Caste,,Hinduism,,Gadokhar mor,Kakarsandi,,,1,0,0,0,0,1,1,0,0,0,0,1194.585693359375,0,CIFF,25,1194.585693359375,7505.863744499159
20360935084975,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,2,0,,,,,,,,1,2000,500,30,40,,30,20,,1,Daily wage labour in agriculture,,350,5,Daily wage labour in agriculture,2450,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,In the last seven days,,,-999,0,0,0,0,0,0,0,1,0,4,1,No,,,,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1 8 13,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,1,,Male,45,No,No schooling;,General,,Hinduism,,Godkhar,Kattamsandi,,,1,,,,,,,,,,,15011.7275390625,1,CIFF,25,2389.17138671875,15011.72748899832
203609350961080,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,3,0,,,,,,,,1,8000,-999,-999,50,,-999,-999,,1,Did not work for income,,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't Know,Don't Know,,,,1,0,1,0,0,0,0,0,0,0,Don't know,1,No,,,,,No,,,,,,,,,,,,,1 2 4 99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,Shardi,1 5 11 99,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Gram pani,1,20,Female,25,Yes,High school graduate;,Scheduled Tribe,,Hinduism,,Jinga,Darun,360,,1,,,,,,,,,,,7407.8232421875,1,CIFF,25,1194.585693359375,7407.823417474088
203609350961125,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,6,0,,,,,,,,1,5000,1500,26,100,,30,15,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,-888,,,,14000,4000,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",1000,1,4,0,0,0,0,1,0,0,0,0,Days have reduced,1,No,,,,,No,,,,,,,,,,,,,1 2 5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,3 5 13,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,,Male,35,Yes,"Class 5-10,",Don't know,,Hinduism,,Jilda,Daru,,,1,,,,,,,,,,,10007.818359375,1,CIFF,25,1592.781005859375,10007.81883732993
203609350961188,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,7,0,,,,,,,,1,22000,4000,28,20,,30,25,,1,Self-employed in non-ag,,1500,-999,Self-employed in non-ag,-999,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,2,0,0,1,0,0,0,0,0,0,Don't know,1,No,,,,,No,,,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,Male,40,No,High school graduate;,Other Backward Caste,,Hinduism,,Jhomara,Bagodar,,,1,,,,,,,,,,,8578.1298828125,1,CIFF,25,1365.24072265625,8578.129555429568
20360935096129,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,4,0,,,,,,,,1,15000,3000,25,15,,30,20,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,13000,,,,15000,12000,,,,,,,,,,1,Yes,No,Don't know,,,2,0,0,1,0,0,0,0,0,0,4,1,Yes,Pvt. Hospital/clinic,,Health education,,No,,,,,,,,,,,,,2 4 6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,1 5 6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,Male,32,No,High school graduate;,Scheduled Caste;,,Hinduism,,Dinga,Daru,,,1,,,,,,,,,,,7407.8232421875,1,CIFF,25,1194.585693359375,7407.823417474088
20360935096233,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,7,0,,,,,,,,1,6000,1500,24,80,,28,25,,1,Self-employed in non-ag,,190,7,Self-employed in non-ag,0,7,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",1305,1,3,0,0,0,1,0,0,0,0,0,Don't know,1,Yes,Govt. hospital,,,,,,,,,,,,,,,,,1 2 4 7,1,1,0,1,0,0,1,0,0,0,0,,,0,,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,Male,35,Yes,Class 5 or less;,Other Backward Caste,,Hinduism,,Jinga,Daru,,,1,0,1,0,0,0,0,0,0,0,0,597.2928466796875,0,CIFF,25,597.2928466796875,3752.93187224958
20360935096519,CIFF,Jharkhand,20,Hazaribagh,360,Yes,No,,,7,0,,,,,,,,1,7000,1000,26,19,,60,12,,1,Salaried job,,150,4,Daily wage labour in agriculture,600,4,1,0,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Not in the last seven days, but in April",,,2,0,0,1,0,0,0,0,0,0,4,1,No,,,,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,-999,Male,45,Yes,No schooling;,Don't know,,Islam,,ginga,dari,,,1,,,,,,,,,,,17872.9453125,1,CIFF,25,1365.24072265625,17872.9451162429
20360935096675,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,5,0,,,,,,,,1,-999,2000,27,40,,27,40,,1,,,,,,,,,,,,,,,,,,,,,Other,Karila aur parbal,Karila aur parbal,,,,Karila aur parbal,Feb-May 2020,Sales are ongoing,,,,,,,,,,,,,,,,,-999,NA,,-999,NA,,25,Kilos,,,,,,,,,,,,,,,,,,,,3500,0,,,,4000,0,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",500,1,2,0,0,1,0,0,0,0,0,0,Days remained the same,1,No,,,,,No,,,,,,,,,,,,,1 2 3 4 6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,1 2 4 5 6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,20,Male,20,Yes,More than high school,General,,Hinduism,,Janjiya gaya,Daru,360,,1,,,,,,,,,,,12009.3818359375,1,CIFF,25,1911.337036132813,12009.38153100071
20360935096798,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,5,0,,,,,,,,1,7000,4000,26,40,,27,25,,1,,,,,,,,,,,,,,,,,,,,,Paddy,,धान,,,,धान,Aug 2019 - Jan 2020,Sales not started,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,No,In the last seven days,,,1,0,1,0,0,0,0,0,0,0,4,1,No,,,,,,,,,,,,,,,,,,1 2,1,1,0,0,0,0,0,0,0,0,0,,,0,,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,Male,36,Yes,More than high school,Other Backward Caste,,Hinduism,,Jinja,Daru,,,1,,,,,,,,,,0,1194.585693359375,0,CIFF,25,1194.585693359375,7505.863744499159
2036093509694,CIFF,Jharkhand,20,Hazaribagh,360,Yes,Yes,Yes,,2,0,,,,,,,,1,5000,3000,-999,35,,35,25,,1,,,,,,,,,,,,,,,,,,,,,Maize,,मक्का,,,,मक्का,Feb-May 2020,Sales not started,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Kattha,,1605,700,7,Kattha,-999,4000,1,Yes,Yes - received in bank / received cash or cheque from government,In the last seven days,1000,2,3,0,0,0,1,0,0,0,0,0,Days remained the same,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Male,40,No,High school graduate;,Other Backward Caste,,Hinduism,,jinga,daru,360,,1,,,,,,,,,,,341.3101806640625,0,CIFF,25,341.3101806640625,2144.532388857392
20365060030457,CIFF,Jharkhand,20,Khunti,365,Yes,No,,,5,0,,,,,,,,1,6000,2000,30,100,,40,30,,1,Daily wage labour in agriculture,,171,6,Did not work for income,,,5 6,0,0,0,0,0,1,1,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,In the last seven days,805,1,3,0,0,0,1,0,0,0,0,0,Don't know,1,No,,,,,No,,,,,,,,,,,,,1 2 99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Head ache,2 3 5 6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,Male,22,Yes,More than high school,Other Backward Caste,,Hinduism,,Ketebandu,Arci,,,1,,,,,,,,,,,3717.7705078125,1,CIFF,58,591.69677734375,3717.770448356919
20365060030468,CIFF,Jharkhand,20,Khunti,365,Yes,Yes,Yes,,6,0,,,,,,,,1,8000,1500,-999,30,,-999,25,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,NA,,15000,10000,-999,NA,,15000,5000,,,,,,,,,,1,Yes,No,"Not in the last seven days, but in April",,,3,0,0,0,1,0,0,0,0,0,4,1,Yes,Other,ANM,,,,,,,,,,,,,,,,1 2 4 7,1,1,0,1,0,0,1,0,0,0,0,,,0,,5 6,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,,,Female,28,Yes,More than high school,Scheduled Tribe,,Other,Sarna,Cepanbandu,Archi,,,1,0,0,0,0,0,1,0,0,0,0,184.9052276611328,0,CIFF,58,184.9052276611328,2389.054309731977
20365060030648,CIFF,Jharkhand,20,Khunti,365,Yes,Yes,Yes,,4,0,,,,,,,,1,4000,10000,35,50,,45,22,,1,,,,,,,,,,,,,,,,,,,,,No crop - land currently empty,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,कोई फसल नहीं - वर्तमान में खाली जमीन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,40000,,,,35000,0,,,,,,,,,,1,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",-999,-999,3,0,0,0,1,0,0,0,0,0,Don't know,1,No,,,,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1 5 11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,20,Male,35,No,"Class 5-10,",Other Backward Caste,,Hinduism,,Ketebandu,Aarki,365,,1,,,,,,,,,,,2323.6064453125,1,CIFF,58,369.8104553222656,2323.606338473931
20365060030976,CIFF,Jharkhand,20,Khunti,365,Yes,No,,,2,0,,,,,,,,1,4000,800,-999,80,,30,30,,1,Did not work for income,,,,Did not work for income,,,3,0,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,In the last seven days,2000,1,3,0,0,0,1,0,0,0,0,0,4,1,No,,,,,No,,,,,,,,,,,,,1 2 10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,2 5 11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1,20,Female,45,Yes,No schooling;,Other Backward Caste,,Hinduism,,Ketebandu,Sindri,365,,1,,,,,,,,,,,4647.212890625,1,CIFF,58,739.6209106445313,4647.212676947861
20365060061114,CIFF,Jharkhand,20,Khunti,365,Yes,No,,,3,0,,,,,,,,1,3000,800,-999,30,,-999,20,,1,Did not work for income,,,,Did not work for income,,,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes - received in bank / received cash or cheque from government,"Not in the last seven days, but in April",2000,1,3,0,0,0,1,0,0,0,0,0,Don't know,1,No,,,,,No,,,,,,,,,,,,,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,5 6 11 13,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,,1,20,Female,23,Yes,"Class 5-10,",Scheduled Tribe,,Hinduism,,Sindri,Archi,365,,1,,,,,,,,,,,2293.255859375,1,CIFF,58,369.8104553222656,2293.255784153188
