"geo_state","geo_dist","geo_state_new","geo_dist_new","geo_village","geo_block","demo_gender","demo_age","demo_edu","demo_caste","demo_caste_oth","demo_religion","demo_religion_oth","demo_selfhelp","demo_ag_hh","demo_hh_size","mig_size","mig_total_ratio","mig_return_size","mig_return_ratio","mig_no_return_size","mig_noreturn_ratio","mig_most_inc","mig_avg_wage","mig_wage_unit","mig_daily_wage","mig_daily_wage_unit","mig_wage_change_mean","mig_zeroinc_prop","con_feb","con_wk","con_weekchange_mean","con_less_prop","con_wk_atta","con_curr_atta","con_atta_unavail_prop","con_attachange_mean","con_wk_onions","con_curr_onions","con_onion_unavail_prop","con_onionschange_mean","con_wk_rice","con_curr_rice","con_rice_unavail_prop","con_ricechange_mean","lab_march_occu","lab_march_occu_oth","lab_march_wage","lab_march_freq","lab_curr_occu","lab_curr_wage","lab_zeroinc_prop","lab_wagechange_mean","lab_curr_freq","lab_workdayschange_mean","lab_nowork_none_prop","lab_nowork_cant_find_prop","lab_nowork_wages_prop","lab_nowork_shut_prop","lab_nowork_materials_prop","lab_nowork_covid_choice_prop","lab_nowork_fines_prop","lab_nowork_dk","lab_nowork_ref","lab_nowork_oth","agr_crop_grown","agr_crop_grown_oth","agr_crop_planted","agr_crop_cat_prop","agr_prc_yr","agr_prc_yr_unit","agr_prc_yr_unit_oth","agr_prc_prev_yr_kg","agr_crop_perish","agr_crop_cereals","agr_crop_pulses","agr_crop_status","agr_sales_not_started_prop","agr_sales_ongoing_prop","agr_sales_complete_prop","agr_crop_sold","agr_sell_most_curr_prop","agr_nosell_notready","agr_nosell_seeds","agr_nosell_destroy","agr_nosell_demand","agr_nosell_markets","agr_nosell_prices","agr_nosell_lckdwn","agr_nosell_labor","agr_nosell_transport","agr_nosell_machine","agr_nosell_dk","agr_nosell_ref","agr_nosell_oth","agr_prc_holi","agr_prc_holi_unit","agr_prc_holi_unit_oth","agr_prc_holi_kg","agr_prc_curr","agr_prc_curr_unit","agr_prc_curr_unit_oth","agr_prc_curr_kg","agr_prc_change_holi_mean","agr_selldiff_none","agr_selldiff_labor","agr_selldiff_transport","agr_selldiff_markets","agr_selldiff_demand","agr_selldiff_travel","agr_selldiff_police","agr_selldiff_dk","agr_selldiff_ref","agr_selldiff_oth","agr_sell_lckdwn","agr_sell_prevyr","agr_sell_most_prevyr_prop","agr_next_ssn_land","agr_next_ssn_unit","agr_next_ssn_unit_oth","agr_next_ssn_inputs","agr_next_ssn_borrow","agr_land_prevyr","agr_land_prevyr_unit","agr_land_prevyr_unit_oth","agr_prevyr_land_main","agr_prevyr_land_main_unit","agr_prevyr_main_inputs","agr_prevyr_main_borrow","agr_monsoon_inputs","agr_monsoon_borrow","agr_curr_land","agr_curr_land_unit","agr_curr_land_unit_oth","agr_curr_inputs","agr_curr_borrow","agr_land_change_mean","agr_inputs_change_abs_mean","agr_borrow_change_abs_mean","agr_prc_change_yr_mean","rel_bank","rel_transfer_rec","rel_govt_transfer_fa_prop","rel_check_balance","rel_april_checked","rel_transfer_amt","rel_transfer_mem","rel_amt_received_mean","rel_ration_prc_closed","rel_ration_prc_nogo","rel_ration_prc_none","rel_ration_prc_free","rel_ration_prc_cheaper","rel_ration_prc_exp","rel_ration_prc_unavail","rel_ration_prc_dk","rel_ration_prc_ref","rel_cheap_ration_prop","rel_nrega","rel_nrega_unavail_prop","rel_nrega_incr_prop","rel_nrega_dec_prop","rel_nrega_same_prop","rel_nrega_stop_prop","hea_fac_visit","hea_fac_type","hea_fac_type_oth","hea_service_oth","hea_service_treat","hea_service_imm","hea_service_anc","hea_service_fp","hea_service_child_grw","hea_service_health","hea_service_edu","hea_avoid","hea_avoid_treat","hea_avoid_imm","hea_avoid_anc","hea_avoid_fp","hea_avoid_child_grw","hea_avoid_checkup","hea_avoid_edu","hea_avoid_oth","hea_avoid_dk","hea_avoid_ref","hea_symp_fever","hea_symp_cough","hea_symp_tired","hea_symp_breath","hea_symp_pain","hea_symp_appetite","hea_symp_throat","hea_symp_diarrhea","hea_symp_nausea","hea_symp_congest","hea_symp_smell","hea_symp_oth","hea_symp_dk","hea_symp_ref","hea_symp_main_prop","hea_prev_wash","hea_prev_san","hea_prev_cover","hea_prev_face","hea_prev_dist","hea_prev_crowd","hea_prev_sick","hea_prev_contact","hea_prev_touch","hea_prev_clean","hea_prev_mask","hea_prev_nospit","hea_prev_home","hea_prev_oth","hea_prev_dk","hea_prev_ref","hea_prev_aware_prop","sampling_frame","strata_id","psu","weight_base","weight_raked","weight_hh","hh_id_long_anon_str","health_eligible","fully_complete","religion_hhinfo","religion_other_hhinfo","caste_hhinfo","caste_other_hhinfo","ciff_edu","lab_occ_none","lab_occ_selfag","lab_occ_selfnonag","lab_occ_salary","lab_occ_dailyw","lab_occ_mar_none","lab_occ_mar_selfag","lab_occ_mar_selfnon","lab_occ_mar_salary","lab_occ_mar_dailyy","shrid","pc11_s_id","pc11_town_id","pc11_sd_id","pc11_subdistrict_id","pc11_district_id","pc11_d_id","latitude","longitude","altitude","accuracy","master_dist_no","master_dist_name","master_hh_id_short","master_hh_id_long_str","master_health_eligible"
20,353,,,"Shakla","Leetipra",1,27,3,3,,1,,0,0,7,0,0,,,,,,,,,,,,5000,1500,0.200000002980232,0,,,0,,30,60,0,0.333333343267441,,,,,0,,,,1,700,,,5,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,,,,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"CIFF",4,"046",638.203063964844,3957.60273090783,3957.60278320313,"2035328204618",1,1,,,,,,0,1,0,0,0,1,0,0,0,0,"11-20-359812",20,"359812",2573,"02573","353","353",24.71510887146,87.5160140991211,237.800003051758,7,"353","Pakur",74,2035300402274,1
23,442,,,"Rajgad","Rajgad",0,29,5,1,,1,,0,0,4,0,0,,,,,,,,,,,,10000,3000,0.200000002980232,0,20,,0,,10,10,0,0,,,,,99,"Gar ka kam",,,0,,,,0,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,-999,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",2,"063",23,58455.0881209064,58455.08984375,"23442090063134",0,1,,,,,,1,0,0,0,0,0,0,0,0,0,"11-23-802296",23,"802296",3565,,,"442",24.0013103485107,76.7252578735352,0,2530,"442","442",1390,234424423021390,0
9,145,,,"Dunetiya","Math",1,50,4,1,,1,,0,1,14,0,0,,,,,,,,,,,,40000,7000,-0.300000011920929,1,22,,0,,20,15,0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,33,,2,3,,,,,1,0,0,1,1,0,0,,,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,-999,0,,,3,1,,-999,40000,,,,,1,1,1,2,1,14000,3,5000,0,0,0,0,0,0,0,1,0,,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",145,"445",1,42046.6330497999,42046.6328125,"91454814451369",0,1,,,,,,,,,,,,,,,,"11-09-123963",9,"123963",762,"00762","145","145",27.6127834320068,77.8028335571289,113,4.59999990463257,"145","145",791,9145022010791,0
8,113,8,113,"SAVRIJ","-999",1,30,3,-999,,1,,0,1,6,0,0,,,,,,,,,,,,30000,10000,0.333333343267441,0,25,24,0,-0.0399999991059303,15,12,0,-0.200000002980232,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,300000,,,,,,,,,70000,,,,,,,,1,,1,-999,,2,1,,,,0,0,0,0,0,0,0,1,0,,4,1,0,0,0,1,1,8,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"CIFF",122,"050",3195.65966796875,13415.190270367,13415.1904296875,"8113237050262",1,1,,,,,,,,,,,,,,,,"11-08-084378",8,"084378",567,"00567","113","113",26.9787464141846,72.2586288452148,257.399993896484,3.90000009536743,"113","Jodhpur",928,8113122191928,1
20,367,20,367,"Sutroli","Bano",1,26,2,3,,1,,0,1,9,0,0,,,,,,,,,,,,15000,1500,-0.600000023841858,1,,,0,,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,20000,,1,1,,,,,,4500,2000,,,,,,2,1.77777779102325,,,1,0,0,4,0,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIFF",59,"042",202.163330078125,1253.64823891018,202.163330078125,"20367208042413",0,1,,,,,,,,,,,,,,,,"11-20-376812",20,"376812",2727,"02727","367","367",22.6559066772461,84.8940811157227,0,3300,"367","Simdega",150,20367059179150,0
8,129,8,129,"Arniya","Pachpahad",1,28,3,1,,1,,0,0,5,0,0,,,,,,,,,,,,,,,,20,20,0,0,20,15,0,-0.25,,,,,4,,300,6,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",197,"026",1539.24877929688,6461.67533253719,6461.67529296875,"8129493026384",1,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-08-104941",8,"104941",682,"00682","129","129",24.2219123840332,75.8379440307617,0,4391,"129","Jhalawar",187,8129197104187,1
9,180,9,180,"Udaujha","Chitaura",1,76,2,2,,1,,0,1,2,0,0,,,,,,,,,,,,5000,1000,-0.200000002980232,1,26,24,0,-0.0769230797886848,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,0,0,0,3,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,8,5,,,,,,12,10000,,,,,,-0.375,,,,1,1,1,4,0,4000,1,4000,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",180,"359",1,32448.253253656,32448.25390625,"91805573591547",0,1,,,,,,,,,,,,,,,,"11-09-171950",9,"171950",921,"00921","180","180",27.5830688476563,81.6893463134766,70.6999969482422,4.09999990463257,"180","180",792,9180009053792,0
20,346,20,346,"Bairiya","Ramkanda",1,45,4,3,,3,,0,1,8,1,1,0,0,1,1,2,1500,3,1500,3,0,0,20000,1000,-0.800000011920929,1,35,40,0,0.142857149243355,40,30,0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,8,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",80,"053",873.059997558594,11280.3070859872,11280.306640625,"20346855053935",1,1,,,,,,,,,,,,,,,,"11-20-347943",20,"347943",2512,"02512","346","346",23.7959671020508,83.7942810058594,400.200012207031,3.90000009536743,"346","Garwha",541,20346080447541,1
9,171,,,"Na","NA",1,,,,,,,,1,7,0,0,,,,,,,,,,,,15000,3500,-0.0666666701436043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",171,"479",1,42046.6330497999,42046.6328125,"9171158479937",0,0,,,,,,,,,,,,,,,,"11-09-155539",9,"155539",875,"00875","171","171",25.435037612915,81.0744934082031,27.1000003814697,4.80000019073486,"171","171",794,9171028032794,0
8,113,,,"Kalijiri","Jodhpur",1,28,3,3,,1,,1,0,6,0,0,,,,,,,,,,,,12000,2000,-0.333333343267441,1,30,30,0,0,14,10,0,-0.28571429848671,,,,,4,,500,5,0,0,1,-1,0,-1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,500,1,500,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,1,1,,,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"CIFF",129,"097",3195.65966796875,17041.2489058685,17041.248046875,"81131820971129",1,1,,,,,,1,0,0,0,0,0,0,0,0,1,"11-08-800544",8,"800544",570,,,"113",26.3405933380127,72.9839782714844,286,5,"113","Jodhpur",1036,81131290081036,1
8,113,,,"Shaterpura","Sharghad",1,60,1,1,,1,,1,1,4,0,0,,,,,,,,,,,,8000,3500,0.75,0,25,25,0,0,30,12,0,-0.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,20000,,,,,,,,18000,15000,,,,,,,0.388888895511627,0.333333343267441,,1,0,0,4,0,,,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"CIFF",124,"009",2396.74487304688,10061.3932152192,10061.3935546875,"8113147009512",1,1,,,,,,,,,,,,,,,,"11-08-085414",8,"085409",571,"00571","113","113",26.4236888885498,72.1324768066406,186.899993896484,4.5,"113","Jodhpur",39,811312410339,1
20,367,20,367,"Bhagitoli","Sindega",1,45,2,4,,3,,0,1,6,0,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,1,,,,,0,1,0,1,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-999,,1,1,,,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"CIFF",70,"047",539.102233886719,7057.61590494787,7057.61572265625,"20367732047114",1,1,,,,,,,,,,,,,,,,"11-20-376456",20,"376456",2718,"02718","367","367",22.709939956665,84.5347137451172,355.899993896484,72.8000030517578,"367","Simdega",81,2036707017781,1
9,171,,,"Chandi khurd","Pahadi",1,62,1,4,,1,,0,1,8,0,0,,,,,,,,,,,,1500,1100,1.66666662693024,0,,,0,,40,20,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,20000,15000,15,5,,,,,,20000,7000,,,,,,0,0,1.14285719394684,,1,1,1,2,1,-999,2,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",171,"506",1,42046.6330497999,42046.6328125,"91711585061470",0,1,,,,,,,,,,,,,,,,"11-09-155498",9,"155498",875,"00875","171","171",25.5017490386963,81.0970916748047,43.7999992370605,9.5,"171","171",795,9171028029795,0
8,122,,,"Mahuapur","Baneda",1,36,3,1,,1,,0,1,5,0,0,,,,,,,,,,,,20000,1000,-0.800000011920929,1,,,0,,35,15,0,-0.571428596973419,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,,,,,,,,1500,3000,,,,,,,0,-0.5,,1,-999,,-999,,,,,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"CIFF",181,"048",2644.47534179688,11101.3510703561,11101.3505859375,"81227610481154",1,1,,,,,,,,,,,,,,,,"11-08-095089",8,"095089",630,"00630","122","122",25.4415149688721,74.6611480712891,401,9.19999980926514,"122","Bhilwara",455,8122181066455,1
9,171,,,".",".",1,,,,,,,,1,6,1,1,0,0,1,1,2,500,3,0,3,-1,1,15000,4000,0.0666666701436043,0,60,35,0,-0.416666656732559,50,40,0,-0.200000002980232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",171,"254",1,42046.6330497999,42046.6328125,"9171158254501",0,0,,,,,,,,,,,,,,,,"11-09-155545",9,"155545",875,"00875","171","171",25.4607486724854,80.9794540405273,80,47,"171","171",796,9171028031796,0
28,550,28,550,"Nelluroo","Nelluroo",0,28,5,1,,1,,0,0,6,0,0,,,,,,,,,,,,2000,500,0,0,,,,,,20,0,,,,0,,1,,,0,0,,,,0,,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SBCC",2,"264",1,49918.0770770862,49918.078125,"28550242264878",0,1,,,,,,1,0,0,0,0,0,1,0,0,0,"11-28-802991",28,"802991",5177,,,"550",14.4545001983643,79.9801940917969,-62.4000015258789,7.69999980926514,"550","550",851,28550550738851,0
28,5,,,".",".",0,,,,,,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,30,30,0,0,1,1,0,0,4,,,0,99,0,,,0,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1000,1,1000,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOAR",14,"558",1,49918.0770770862,49918.078125,"2858065581260",0,0,,,,,,0,0,0,0,0,0,0,0,0,1,,,".",,,,".",,,,,"5","5",250,28005014063250,0
8,113,,,".",".",0,,,,,,,,1,5,0,0,,,,,,,,,,,,10000,2000,-0.200000002980232,1,10,5,0,-0.5,100,50,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,5000,,,,,,,,1000,0,,,,,,,0.666666686534882,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,"CIFF",126,"033",3195.65966796875,16098.2289393731,16098.228515625,"8113368033409",1,0,,,,,,,,,,,,,,,,"11-08-084781",8,"084781",569,"00569","113","113",26.7762470245361,73.6400146484375,269,4.90000009536743,"113","Jodhpur",157,8113126030157,1
20,360,,,"Depali","Ichadh",1,22,3,4,,1,,0,1,9,0,0,,,,,,,,,,,,7000,2000,0.142857149243355,0,22,22,0,0,70,10,0,-0.857142865657806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,15000,,,5,,,,,,,,,,,,,,,,,1,-999,,1,1,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIFF",20,"019",341.310180664063,2144.53238885739,341.310180664063,"20360148019673",0,1,,,,,,,,,,,,,,,,"11-20-368147",20,"368147",2647,"02647","360","360",24.08176612854,85.5127487182617,486.100006103516,10,"360","Hazaribagh",327,20360020409327,0
20,346,,,"Prathma panchyat","Neral",1,32,3,4,,1,,0,0,7,1,1,0,0,1,1,1,6000,2,1400,1,-0.200000002980232,0,5000,1500,0.200000002980232,0,25,25,0,0,80,20,0,-0.75,,,,,4,,200,0,0,0,1,-1,0,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,500,1,500,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,1,"CIFF",80,"030",349.224029541016,2194.25696842935,349.224029541016,"20346855030388",0,1,1,,2,,5,1,0,0,0,0,0,0,0,0,1,"11-20-347653",20,"347653",2508,"02508","346","346",24.1284713745117,83.7081069946289,206.699996948242,4.90000009536743,"346","Garwha",615,20346080095615,0
9,145,,,"Karanpur","Farai",1,52,4,2,,1,,0,1,14,0,0,,,,,,,,,,,,,5000,,,25,30,0,0.200000002980232,40,20,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,12,,2,2,,,,,0,0,1,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,10000,5000,,,3,5,,6000,1000,,,,,1,0,0,1,1,,,,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",145,"362",1,32448.253253656,32448.25390625,"91455243621195",0,1,,,,,,,,,,,,,,,,"11-09-124416",9,"124416",764,"00764","145","145",27.2765941619873,77.7393035888672,128,4.90000009536743,"145","145",797,9145010006797,0
9,145,,,"Karanpur","Fereh",1,43,3,1,,1,,0,1,8,0,0,,,,,,,,,,,,15000,1500,-0.600000023841858,1,30,30,0,0,50,20,0,-0.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,8000,3000,4,5,,,,,,8000,3000,,,,,,0.25,0,0,,1,0,0,-999,,,,,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHC",145,"362",1,42046.6330497999,42046.6328125,"9145524362775",0,1,,,,,,,,,,,,,,,,"11-09-124416",9,"124416",764,"00764","145","145",27.2749652862549,77.739013671875,116.699996948242,5.09999990463257,"145","145",798,9145010006798,0
20,360,20,360,"Barhi","Barhi",1,30,3,1,,1,,0,1,7,0,0,,,,,,,,,,,,15000,5000,0.333333343267441,0,30,30,0,0,25,300,0,0.333333343267441,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,1,,,,,0,1,0,1,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,10000,,,,,,10000,6000,,,,,1,1,1,2,1,3000,2,3000,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,8,,,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",21,"009",1365.24084472656,8578.13032242614,8578.1298828125,"20360808009773",1,1,,,,,,,,,,,,,,,,"11-20-367983",20,"367983",2645,"02645","360","360",24.2614345550537,85.4775238037109,427.299987792969,4.19999980926514,"360","Hazaribagh",498,20360021374498,1
8,122,,,"Sahada","Bhhilwada",1,36,3,4,,1,,1,1,4,0,0,,,,,,,,,,,,5000,800,-0.360000014305115,1,,,0,,20,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,25000,,,,,,,,30000,15000,,,,,,,-0.16666667163372,0.666666686534882,,1,0,0,2,1,,,,0,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"CIFF",179,"080",1652.79711914063,6938.34454708357,6938.3447265625,"8122445080663",1,1,,,,,,,,,,,,,,,,"11-08-095450",8,"095450",633,"00633","122","122",25.1916084289551,74.2409591674805,453.700012207031,4.40000009536743,"122","Bhilwara",163,8122179152163,1
8,129,,,"Gadriya beragad","-999",1,36,2,4,,1,,0,0,2,0,0,,,,,,,,,,,,3000,700,-0.0666666701436043,1,20,20,0,0,13,15,0,0.15384615957737,,,,,3,,500,4,3,50,0,-0.899999976158142,0,-1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,,,,0,1,0,0,0,0,0,0,0,,4,1,0,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,"CIFF",200,"085",1924.06091308594,8077.09390944951,8077.09375,"81290140851084",1,1,,,,,,0,0,0,1,0,0,0,0,1,0,"11-08-104477",8,"104477",680,"00680","129","129",24.3417530059814,76.4214477539063,302,6.09999990463257,"129","Jhalawar",89,812920008089,1
